Q43969	institution	Q1784748
Q898003	class	Q1390
Q744297	previousWork	Q13637379
Q167475	deathCause	Q11081
Q7886242	isPartOf	Q502451
Q1144118	part	Q558997
Q1404339	recordLabel	Q3100754
Q311214	primeMinister	Q9545
Q172803	ground	Q723603
Q236837	type	Q6609673
Q1447266	country	Q739
Q6506437	race	Q7888955
Q384159	associatedMusicalArtist	Q11975
Q54175	part	Q1340537
Q3875292	writer	Q540283
Q22945996	associatedBand	Q47670
Q5106203	associatedMusicalArtist	Q885016
Q2307508	leaderName	Q7258777
Q673953	isPartOf	Q1649
Q7947806	sisterStation	Q6332751
Q2065959	producer	Q306130
Q2443584	genre	Q45981
Q5668096	isPartOf	Q4815469
Q3405671	location	Q90
Q1771590	recordLabel	Q54860
Q588518	leaderName	Q478161
Q515429	type	Q482994
Q6387428	team	Q19444
Q573484	instrument	Q180744
Q10851326	service	Q638
Q2654143	instrument	Q46185
Q212533	associatedBand	Q491448
Q312853	influencedBy	Q313246
Q368	militaryBranch	Q2745472
Q363525	birthPlace	Q173500
Q6755665	instrument	Q320002
Q19716	state	Q21
Q973113	associatedBand	Q3623995
Q373861	birthPlace	Q176
Q61046	birthPlace	Q43287
Q3714589	associatedMusicalArtist	Q301142
Q4051718	associatedMusicalArtist	Q2306265
Q350588	associatedMusicalArtist	Q42493
Q1930676	producer	Q246929
Q1287822	part	Q4782517
Q1806111	birthPlace	Q18426
Q725578	starring	Q343616
Q2579371	associatedMusicalArtist	Q1351424
Q5651089	award	Q531410
Q266268	associatedMusicalArtist	Q1339380
Q2623532	producer	Q7327240
Q2134015	industry	Q175122
Q311054	position	Q280658
Q23057933	genre	Q25372
Q7860190	recordLabel	Q1402435
Q6107266	associatedBand	Q7428842
Q455317	primeMinister	Q551542
Q145181	phylum	Q387893
Q76092	musicFusionGenre	Q1123745
Q122553	predecessor	Q81506
Q7748985	genre	Q58339
Q21872807	associatedMusicalArtist	Q7804587
Q180277	distributingCompany	Q330629
Q634158	genre	Q842324
Q5119889	country	Q218
Q5231985	team	Q2714
Q491252	associatedMusicalArtist	Q484427
Q2564009	battle	Q10859
Q79929	isPartOf	Q173
Q1575143	producer	Q8298
Q194369	locationCity	Q60
Q2576897	voice	Q3098600
Q15849	successor	Q57661
Q5513880	bodyStyle	Q213853
Q8214105	genre	Q178145
Q204943	genre	Q11399
Q539016	country	Q36
Q2056535	birthPlace	Q984361
Q660963	sisterStation	Q749719
Q58115	almaMater	Q633529
Q929840	executiveProducer	Q3018205
Q639666	lieutenancyArea	Q207679
Q185272	birthPlace	Q27
Q157327	genre	Q379671
Q3197083	race	Q3495262
Q843032	format	Q149757
Q2333407	isPartOfMilitaryConflict	Q6683
Q334252	deathPlace	Q1352
Q39599	deathPlace	Q36600
Q2460740	type	Q15334
Q1196431	foundationPlace	Q17042
Q2223286	growingGrape	Q519874
Q315643	associatedMusicalArtist	Q170599
Q7734416	associatedBand	Q1398604
Q454082	associatedBand	Q5188245
Q374655	predecessor	Q152935
Q20675977	hometown	Q99
Q1138182	part	Q972518
Q213318	region	Q164256
Q14801150	kingdom	Q729
Q6968875	genre	Q9794
Q1453239	director	Q53003
Q5104216	associatedMusicalArtist	Q1326522
Q8215072	managerClub	Q1070732
Q1438584	isPartOfMilitaryConflict	Q8676
Q309888	associatedBand	Q80805
Q280168	race	Q2742441
Q3503566	stateOfOrigin	Q19840401
Q194161	birthPlace	Q833013
Q426594	formerBroadcastNetwork	Q43380
Q1105141	class	Q4867740
Q3960364	recordLabel	Q277626
Q4347204	deathPlace	Q1143278
Q1135612	country	Q668
Q2050320	residence	Q65
Q1809674	creator	Q457864
Q553723	country	Q36
Q6825667	genre	Q236913
Q3792418	position	Q280658
Q22138550	hometown	Q258
Q155041	instrument	Q27939
Q1353861	employer	Q2083237
Q9966	country	Q55
Q158287	place	Q15180
Q3430505	instrument	Q6607
Q124539	borough	Q208152
Q188478	country	Q218
Q276071	location	Q127856
Q918535	associatedMusicalArtist	Q48187
Q4993368	associatedMusicalArtist	Q240343
Q1226644	deathPlace	Q220
Q511095	countySeat	Q1433349
Q6816293	musicalBand	Q352246
Q485605	country	Q232
Q236807	populationPlace	Q408
Q21084	associatedBand	Q20615
Q53013	deathPlace	Q38
Q485509	largestCity	Q2042374
Q2423959	recordLabel	Q2310883
Q909933	associatedMusicalArtist	Q830598
Q219514	notableCommander	Q5531654
Q5448582	related	Q1413685
Q941510	genre	Q1051843
Q2946372	isPartOfMilitaryConflict	Q632787
Q6621943	portrayer	Q470746
Q6668645	deathPlace	Q1185
Q507043	managerClub	Q8643
Q1538312	bandMember	Q2546219
Q249927	birthPlace	Q189
Q6766457	race	Q6749260
Q1631187	genre	Q186472
Q6205088	occupation	Q488205
Q880670	region	Q771
Q5805805	associatedMusicalArtist	Q335579
Q3472490	series	Q45875
Q526359	deathPlace	Q1370207
Q129006	almaMater	Q34433
Q41087	leaderParty	Q327591
Q18736923	managerClub	Q6406554
Q918860	country	Q16
Q14945	country	Q183
Q7182441	managerClub	Q21061470
Q16092016	associatedMusicalArtist	Q485961
Q505659	team	Q2637337
Q654058	musicalBand	Q131324
Q636315	position	Q610823
Q2035276	occupation	Q753110
Q1757318	genre	Q11399
Q4895892	successor	Q4895892
Q712586	instrument	Q6607
Q7054956	type	Q1268865
Q7155118	team	Q1052219
Q5073441	associatedBand	Q2971808
Q2473972	associatedMusicalArtist	Q3650729
Q303385	writer	Q315199
Q7858583	producer	Q4704778
Q274222	spouse	Q1477751
Q46418	birthPlace	Q403
Q1623978	associatedBand	Q7384140
Q1501423	occupation	Q81096
Q2270070	type	Q15334
Q218524	channel	Q1183935
Q855639	type	Q891723
Q174346	birthPlace	Q49239
Q7372491	genre	Q37073
Q448430	deathPlace	Q47164
Q418151	commander	Q334452
Q16401	creator	Q25014
Q545924	influencedBy	Q284944
Q5476936	broadcastArea	Q711
Q146906	birthPlace	Q3805
Q3284764	recordLabel	Q27184
Q3351117	narrator	Q9543
Q128995	predecessor	Q335791
Q584025	related	Q738660
Q6332944	starring	Q2094185
Q369835	profession	Q4991371
Q1107270	author	Q7306585
Q929691	deathPlace	Q30
Q3379654	predecessor	Q256249
Q152388	influencedBy	Q9358
Q4576133	city	Q1561061
Q13224629	creator	Q673924
Q641870	family	Q550595
Q5205501	associatedBand	Q707008
Q6201470	genre	Q8341
Q2161723	type	Q515
Q565847	pictureFormat	Q133454
Q312596	primeMinister	Q128902
Q310708	associatedBand	Q133151
Q612949	almaMater	Q1474624
Q7808494	hometown	Q60
Q3612	isPartOf	Q3612
Q896793	genre	Q38848
Q2298743	associatedBand	Q732205
Q83171	birthPlace	Q34266
Q2511257	league	Q751826
Q210462	birthPlace	Q185582
Q6002586	writer	Q5252786
Q129429	birthPlace	Q129286
Q2229848	country	Q36
Q24711	position	Q167541
Q6848776	formerTeam	Q174051
Q7171917	race	Q7423372
Q7958277	city	Q1183
Q9203091	ground	Q155
Q725379	billed	Q1489
Q2711805	headquarter	Q30
Q83626	hometown	Q30
Q213538	associatedBand	Q297831
Q148886	birthPlace	Q158821
Q6565225	currentMember	Q5277442
Q24807392	format	Q1195242
Q1286111	part	Q4813962
Q482805	isPartOf	Q829
Q16864141	recordLabel	Q21077
Q276542	pictureFormat	Q168614
Q235203	occupation	Q753110
Q2442437	birthPlace	Q1010199
Q212863	genre	Q3397882
Q5358949	hometown	Q408
Q925947	recordLabel	Q7659636
Q604475	team	Q18659
Q36111	party	Q16792
Q4051268	recordLabel	Q1750746
Q6107266	instrument	Q133163
Q929163	phylum	Q1360
Q172044	relative	Q270730
Q4299798	computingPlatform	Q99775
Q1032191	country	Q16
Q1585944	type	Q2379075
Q4745454	related	Q1344183
Q880822	birthPlace	Q112686
Q150916	relative	Q3993202
Q7687767	location	Q13580
Q321654	location	Q4100
Q315579	successor	Q315565
Q679359	country	Q40
Q6893723	region	Q189429
Q17508514	battle	Q497797
Q22080722	associatedMusicalArtist	Q22080444
Q240222	associatedBand	Q5535906
Q1466053	colour	Q23444
Q2903949	hometown	Q23109
Q157256	genre	Q2332751
Q771986	country	Q145
Q1033047	hometown	Q1223
Q316032	occupation	Q482980
Q4637552	genre	Q598929
Q7811452	hometown	Q156291
Q324726	associatedMusicalArtist	Q16235863
Q5248671	recordLabel	Q17093965
Q2129819	residence	Q1223
Q703278	almaMater	Q1059517
Q7924442	product	Q11396960
Q7490197	deathPlace	Q494711
Q3293153	previousWork	Q64003
Q1865663	sisterStation	Q6718665
Q105527	derivative	Q221772
Q188978	successor	Q151917
Q211243	isPartOf	Q57448
Q124857	location	Q11299
Q3972568	birthPlace	Q220
Q332837	birthPlace	Q126269
Q1251883	associatedBand	Q706697
Q137737	location	Q812
Q3546749	birthPlace	Q928
Q5281946	regionServed	Q1007
Q1991928	hometown	Q274183
Q4791777	location	Q30
Q357095	locationCountry	Q668
Q156049	hometown	Q225519
Q472816	country	Q155
Q165515	voice	Q271426
Q17026734	musicalBand	Q3445057
Q8045354	phylum	Q1360
Q57590	predecessor	Q15850
Q785443	routeJunction	Q59218
Q2311200	recordLabel	Q2295655
Q1292592	timeZone	Q2244681
Q3135880	party	Q939021
Q146256	recordLabel	Q202585
Q2744865	associatedBand	Q17385841
Q314016	predecessor	Q921617
Q988827	country	Q30
Q271656	genre	Q83270
Q81244	mainInterest	Q180592
Q251082	region	Q2634
Q105405	populationPlace	Q1428
Q7427645	associatedMusicalArtist	Q2661458
Q608122	position	Q485568
Q976882	recordLabel	Q726153
Q333543	predecessor	Q272346
Q335464	type	Q719987
Q666697	recordLabel	Q4833713
Q5389405	broadcastArea	Q227
Q6822986	class	Q1390
Q5447245	recordLabel	Q231694
Q4986995	language	Q33298
Q1156862	creator	Q908436
Q2267313	ground	Q208764
Q13634024	recordLabel	Q756320
Q912778	type	Q891723
Q314343	associatedMusicalArtist	Q3067826
Q4785994	class	Q1390
Q342646	deathPlace	Q21
Q934404	associatedBand	Q274593
Q240418	associatedMusicalArtist	Q234939
Q7645646	occupation	Q28389
Q3299526	instrument	Q6607
Q3896442	voice	Q2364867
Q17745619	associatedMusicalArtist	Q7859785
Q483923	state	Q1397
Q995793	state	Q1204
Q3695606	city	Q131491
Q3487226	occupation	Q1077172
Q500463	genre	Q9759
Q235715	class	Q1390
Q158225	birthPlace	Q1191
Q5121801	hometown	Q99
Q1590013	associatedBand	Q167635
Q332919	successor	Q333259
Q191660	associatedMusicalArtist	Q201207
Q13300	spokenIn	Q82681
Q16952144	trainer	Q5077202
Q2059355	hometown	Q1397
Q1532846	location	Q8652
Q5524109	instrument	Q229205
Q5618753	subsidiary	Q481968
Q1501379	type	Q658255
Q2420983	birthPlace	Q34
Q328333	associatedBand	Q128010
Q133216	part	Q556275
Q555687	starring	Q386105
Q6857937	influencedBy	Q187520
Q491035	largestCity	Q113602
Q2737528	genre	Q211573
Q5230014	occupation	Q36834
Q2139974	hometown	Q33
Q54170	country	Q30
Q277439	currentMember	Q72886
Q171882	timeZone	Q1109976
Q3007471	genre	Q20502
Q6993976	order	Q868546
Q67027	neighboringMunicipality	Q70695
Q481725	league	Q190001
Q958137	isPartOf	Q1214
Q5087189	associatedBand	Q3644642
Q201729	twinCountry	Q34
Q6788547	associatedMusicalArtist	Q735091
Q10923486	guest	Q368090
Q211277	genre	Q186472
Q1066807	isPartOf	Q16553
Q350	timeZone	Q30192
Q5335345	associatedBand	Q3304580
Q967047	occupation	Q28389
Q1783235	language	Q5287
Q506312	deathPlace	Q172
Q18151483	broadcastArea	Q474999
Q728783	subsequentWork	Q2078194
Q459040	product	Q644440
Q736851	deathPlace	Q220
Q3035931	birthPlace	Q1537
Q5369093	associatedBand	Q740877
Q24894772	genre	Q284543
Q2606253	country	Q36
Q24807421	musicalBand	Q15963313
Q1001316	isPartOf	Q484247
Q21705979	associatedMusicalArtist	Q7850685
Q2016846	team	Q837218
Q918502	associatedBand	Q312870
Q1866859	isPartOf	Q54157
Q10084	timeZone	Q25989
Q62977	deathPlace	Q138518
Q51118	associatedBand	Q181913
Q2520149	managerClub	Q4387291
Q276690	distributor	Q771272
Q1346568	associatedBand	Q7749446
Q155566	birthPlace	Q42182
Q645475	country	Q30
Q33977	deathPlace	Q70802
Q2204587	musicalArtist	Q19845
Q15834453	associatedBand	Q659316
Q2466673	director	Q3930636
Q364769	nationality	Q30
Q1370873	militaryBranch	Q9212
Q16187298	birthPlace	Q21
Q3521290	hometown	Q60
Q1157004	formerBandMember	Q6143625
Q925641	genre	Q11366
Q203151	country	Q38
Q177374	starring	Q449822
Q41502	language	Q809
Q1065348	genre	Q753679
Q75505	birthPlace	Q980
Q556200	timeZone	Q25989
Q176323	influencedBy	Q712024
Q1983904	genre	Q11399
Q14817821	phylum	Q1360
Q1186529	country	Q30
Q3764225	product	Q11650
Q1291828	timeZone	Q2392297
Q895390	genre	Q37073
Q48226	influencedBy	Q151403
Q5248078	associatedMusicalArtist	Q15929750
Q1082896	genre	Q9778
Q95008	hometown	Q694545
Q7613648	genre	Q484641
Q6495423	associatedBand	Q630195
Q2702870	family	Q135048
Q2271901	occupation	Q639669
Q148886	movement	Q878985
Q5312785	recordLabel	Q993066
Q2023247	language	Q1860
Q16967132	associatedBand	Q5910404
Q18790	subsequentWork	Q18790
Q96298	occupation	Q2526255
Q443613	recordLabel	Q645889
Q7816725	instrument	Q52954
Q24234204	regionServed	Q1027
Q852238	timeZone	Q1773995
Q557633	country	Q36
Q373724	regionServed	Q142
Q4208886	team	Q1517008
Q20046281	musicalBand	Q1744
Q353973	associatedBand	Q16823268
Q2044826	pictureFormat	Q1196954
Q492321	occupation	Q145806
Q216930	director	Q28028
Q178196	timeZone	Q30192
Q147089	leaderParty	Q251077
Q884163	genre	Q11365
Q229628	genre	Q465978
Q21055296	associatedMusicalArtist	Q318882
Q4822299	breeder	Q280856
Q621521	instrument	Q6607
Q5262418	occupation	Q2526255
Q735152	associatedMusicalArtist	Q221494
Q1284033	team	Q240783
Q109026	format	Q3246734
Q4719769	genre	Q2089511
Q2654143	associatedBand	Q316485
Q544396	successor	Q527462
Q2332494	country	Q30
Q1726843	genre	Q377910
Q5205370	associatedMusicalArtist	Q312275
Q214048	country	Q34
Q200812	country	Q155
Q54096	state	Q1198
Q5359709	associatedMusicalArtist	Q7771526
Q218031	genre	Q11399
Q16983503	company	Q1337530
Q320156	religion	Q106039
Q896424	country	Q145
Q928429	executiveProducer	Q8877
Q162250	place	Q79
Q1189954	campus	Q192393
Q7052018	birthPlace	Q30
Q495414	state	Q824
Q946124	genre	Q2266376
Q639301	recordLabel	Q165745
Q1754167	recordLabel	Q557632
Q129910	associatedBand	Q130798
Q745517	formerBandMember	Q968552
Q153227	location	Q99
Q16204974	director	Q3930636
Q4444669	associatedBand	Q240523
Q1974839	populationPlace	Q104125
Q260936	format	Q1195242
Q187099	president	Q2105
Q624790	formerBandMember	Q1351266
Q94708	associatedMusicalArtist	Q1129658
Q2159992	team	Q2630537
Q2096427	mouthRegion	Q23276
Q215616	country	Q30
Q239145	birthPlace	Q1065497
Q17917665	residence	Q65
Q1768834	hometown	Q490584
Q5682803	isPartOf	Q180068
Q704039	mainInterest	Q309
Q1722116	country	Q30
Q29606	associatedMusicalArtist	Q4038990
Q2579525	country	Q145
Q22031378	associatedMusicalArtist	Q3610610
Q357211	associatedMusicalArtist	Q355009
Q6580604	producer	Q178922
Q115547	position	Q2550304
Q8565217	headquarter	Q99
Q285102	successor	Q230733
Q1883108	recordLabel	Q918887
Q4853265	isPartOf	Q180075
Q7534183	associatedBand	Q6096
Q1712073	deathPlace	Q23346
Q1532896	occupation	Q2526255
Q2080089	recordLabel	Q165745
Q7526825	damsire	Q7244431
Q312327	genre	Q49451
Q557	occupation	Q49757
Q5154693	city	Q1028023
Q526294	europeanAffiliation	Q208242
Q1931736	occupation	Q639669
Q4050294	hometown	Q23064
Q1168698	genre	Q131272
